"","name","group","esd","opt","ops.0","ops.2"
"293","Mirounga angustirostris","Mammals",1446551.14223718,67142.9562905789,69484.8397572409,253901.810431079
"294","Mirounga leonina","Mammals",1339678.10402195,114903.641525165,68696.448060515,234018.115366549
"295","Mnemiopsis leidyi","Jellyfish",5802.0340228473,689.84497523783,1349.29813954402,999.542606758614
"296","Mnemiopsis leidyi","Jellyfish",55515.7635271281,3162.27766016838,3554.61587442257,10540.995904307
"297","Monoculodes longirostris","Invertebrate",1820.51150767554,1070.95054581372,784.800581503897,320.55856296632
"298","Monodon monoceros","Mammals",1446551.14223718,62182.3492826381,69484.8397572409,253901.810431079
"299","Moroteuthis ingens","Invertebrate",117527.663190338,30800.9611887559,43293.3284832306,21981.7623696144
"300","Muggiaea atlantica","Jellyfish",500,632.455532033676,415.275935509608,68.2308638307834
"301","Mustelus canis","Fish",185029.178577263,14574.5380206544,26811.4651674168,34910.6409702327
"302","Myctophum asperum","Fish",2858.29530954857,232.733769869572,184.129733343728,401.576266648905
"303","Myctophum punctatum","Fish",2505.54605348724,134.387702088586,148.283859425273,346.578544504535
"304","Myicola major","Invertebrate",424.667067731039,424.667067731039,176.75141070126,66.8905052588845
"305","Myoxocephalus octodecimspinosus","Fish",79338.774443381,8877.83550953051,17365.5874655915,14544.3666503748
"306","Mysidopsis bigelowi","Invertebrate",1574.23581771547,424.667067731039,677.676576683556,274.703375913488
"307","Mytilus edulis","Invertebrate",241,2.9,7.15652023404794,35.8925094260512
"308","Mytilus edulis","Invertebrate",236,2.9,7.05657907082091,35.0702907561282
"309","Mytilus edulis","Invertebrate",261.992366301005,3,7.56817775585902,39.3600454172341
"310","Mytilus edulis","Invertebrate",99,2.9,3.90682050376543,13.3107448847462
"311","Nanomia bijuga","Jellyfish",3000,1732.05080756888,995.518869641097,491.785715317911
"312","Nematocarcinus lanceopes","Invertebrate",13184.4153010177,1536.68549839116,5531.94511999238,2506.0731315488
"313","Nemopsis bachei","Invertebrate",2275.12541639405,689.84497523783,982.018146512686,405.82364262221
"314","Neomysis americana","Invertebrate",2128.2883212486,424.667067731039,918.396715150216,378.20825502485
"315","Nereis virens","Invertebrate",8963.90997547056,4592.13379641342,3806.64359616607,1690.07489302772
"316","Notocrangon antarcticus","Invertebrate",8907.05978299811,12407.009817988,3783.14844910317,1679.08526175329
"317","Notolepis rissoi","Fish",1480.04408252976,74.6699710627743,107.020265168796,191.641085275316
"318","Notonecta glauca","Invertebrate",14009.2345076804,7287.56870061421,5865.15862427606,2665.45685878631
"319","Nototheniops larseni","Fish",5160.23337921812,120.345445825005,229.695418739016,773.766233207349
"320","Oblea rotundata","Plankton",21.6,33,12.9134820410963,3.74753013666206
"321","Ochromonas danica","Plankton",6.1,1.4,1.73895537770191,0.956964211517207
"322","Ochromonas sp.a","Plankton",2.5,0.396862696659689,0.650092870863586,0.357631768208305
"323","Oediceroides calmani","Invertebrate",11565.4392624423,10406.0153720115,4874.31696095786,2193.09933503833
"324","Oediceroides emarginatus","Invertebrate",23035.2952918789,10406.0153720115,9443.53116280821,4404.51966290368
"325","Oithona colcarva","Invertebrate",2866.25253482416,424.667067731039,1237.35948561699,517.564867473239
"326","Oithona nana","Invertebrate",890.705978299812,616.480222073676,379.611581154712,149.35435917533
"327","Ommatophoca rossii","Mammals",1339678.10402195,84527.9738971949,68696.448060515,234018.115366549
"328","Oncorhynchus gorbuscha","Fish",6769.62771761023,417.985994028805,476.798520685927,1043.22485638502
"329","Oncorhynchus keta","Fish",15089.3129730105,536.050254304327,1137.87551324367,2496.97879267845
"330","Oncorhynchus nerka","Fish",46803.6135897789,3743.57621272075,3794.27868353263,8360.15809698493
"331","Ophiodon elongatus","Fish",8524.73105019138,302.913039638456,613.209050687545,1342.83045436767
"332","Orcinus orca","Mammals",724992.965278222,2673009.23514395,217209.709895374,121306.815866808
"333","Orthocyclops modestus","Invertebrate",394.716925873423,74.3270014464835,163.79461002996,61.7495434532916
"334","Ostrea edulis","Invertebrate",208,3.6,6.48205474380789,30.4945344341531
"335","Otaria flavescens","Mammals",4939319.57366866,72499.2965278222,81945.9866803839,919695.373715653
"336","Oxyrrhis marina","Plankton",15.6,9.1,9.43789173433702,2.64622868967433
"337","Oxyrrhis marina","Plankton",15.6,11.5,9.43789173433702,2.64622868967433
"338","Palaemon elegans","Invertebrate",10165.3270484286,6592.20765050887,4301.48244264007,1922.3637415759
"339","Palaemon longirostris","Invertebrate",6635.86592713814,6488.02435859126,2838.11883010575,1240.42129965375
"340","Palaemon northropi","Invertebrate",7969.21879486843,7107.54703422535,3394.46450926459,1497.84154990493
"341","Palaemon serratus","Invertebrate",2673.00923514395,2673.00923514395,1154.02525441309,480.947315102121
"342","Palaemonetes intermedius","Invertebrate",5418.49868232184,633.146024622734,2325.97960328187,1005.87250572558
"343","Palaemonetes pugio","Invertebrate",6099.28903331609,633.146024622734,2612.90123221858,1136.96580501042
"344","Palaemonetes vulgaris","Invertebrate",6099.28903331609,633.146024622734,2612.90123221858,1136.96580501042
"345","Pandalus montagui","Invertebrate",14822.3504545983,590.080105310309,6192.50086103071,2822.5213339151
"346","Paracalanus crassirostris","Invertebrate",713.812643742727,424.667067731039,302.456357993684,117.624768561778
"347","Paracalanus indicus","Invertebrate",713.812643742727,424.667067731039,302.456357993684,117.624768561778
"348","Paraceradocus gibber","Invertebrate",23035.2952918789,11171.4122687261,9443.53116280821,4404.51966290368
"349","Paracyclops fibriatus","Invertebrate",424.667067731039,424.667067731039,176.75141070126,66.8905052588845
"350","Paraeuchaeta antarctica","Invertebrate",2491.69835524625,2169.95995781476,1075.71432452901,446.665355425576
"351","Paragymnodinium shiwhaense","Plankton",12.4,6.6,7.55447260453987,2.06732146147042
"352","Paragymnodinium shiwhaense","Plankton",12.4,9.7,7.55447260453987,2.06732146147042
"353","Paralaophonte brevirostris","Invertebrate",424.667067731039,424.667067731039,176.75141070126,66.8905052588845
"354","Paralichthys dentatus","Fish",77934.562240447,17374.6654719471,17204.3304522723,14275.8380824404
"355","Paralichthys oblongus","Fish",78319.4227918993,8019.02770543186,17248.6762552605,14349.4245451915
"356","Parapleustes bicuspis","Invertebrate",2128.2883212486,1708.57836945053,918.396715150216,378.20825502485
"357","Pareledone antarctica","Invertebrate",38118.265020254,31263.7056718709,15213.3182214028,7284.42924198598
"358","Pareledone charcoti","Invertebrate",18471.6251125732,49628.039271952,7648.71575547794,3526.54293126232
"359","Penilia avirostris","Invertebrate",678.574977434329,15.8113883008419,7.36131271353599,111.35650097509
"360","Periphylla periphylla","Jellyfish",17276.4714689092,5611.09605663569,2184.94060638637,3163.68228359918
"361","Pfiesteria piscicida","Plankton",13.5,6.1,8.20450535043276,2.26548797438994
"362","Philine aperta","Invertebrate",280,6.5,7.91181635874504,42.3531683070629
"363","Philine aperta","Invertebrate",392,5.62433996127546,9.8910553044971,61.2845680713499
"364","Philine aperta","Invertebrate",317,4.4,8.59348734785273,48.5514235006383
"365","Philine aperta","Invertebrate",214,4.6,6.60740169183511,31.4707620573044
"366","Philine aperta","Invertebrate",149,3.57130228348147,5.17083995523821,21.0430077822979
"367","Philine aperta","Invertebrate",441,4.5,10.6888356163031,69.70531389786
"368","Philine aperta","Invertebrate",255.90232511644,5.44514462617845,7.45002872499148,38.3515941602915
"369","Phoca vitulina","Mammals",782829.396769739,6218.23492826382,63192.8360135008,131750.860284205
"370","Phocarctos hookeri","Mammals",392344.099769132,133967.810402195,56232.4520500394,62359.9040815352
"371","Phocoena phocoena","Mammals",621823.492826381,53333.5459444652,60852.8337355385,102796.709759499
"372","Physeter catodon","Mammals",457439.636138768,114903.641525165,57762.1599747093,73703.707043993
"373","Pleuragramma antarcticum","Fish",8612.95094515873,121.380479810693,620.121794053876,1358.01974351237
"374","Pleurobrachia bachei","Jellyfish",8000,812.403840463596,1559.25487995773,1407.03032573312
"375","Pleustes panoplus","Invertebrate",2826.79501725216,2128.2883212486,1220.35475395643,510.081884205292
"376","Podon intermedius","Invertebrate",566.97178060288,14.3178210632764,6.78087307353979,91.6438505122696
"377","Podon intermedius","Invertebrate",482.458061943285,616.480222073676,201.799548067572,76.8829821098398
"378","Pollachius pollachius","Fish",242545.583711063,36036.3015628488,30702.353945106,46031.9080349409
"379","Pollachius virens","Fish",167103.982041622,42374.725947288,25467.3881479177,31445.8373261427
"380","Polykrikos kofoidii","Plankton",43.5,34,25.1505251044837,7.85952379551455
"381","Polykrikos kofoidii","Plankton",43.5,37.9,25.1505251044837,7.85952379551455
"382","Polyphemus pediculus","Invertebrate",2347.09147195811,160.874035846574,1013.1715473016,419.381169762667
"383","Polyplectropus puerilis","Invertebrate",829.159156806342,592.002738179614,352.758170589083,138.269035121836
"384","Pomatomus saltatrix","Fish",84331.6968588624,16038.0554108637,17927.2578541916,15499.9970368669
"385","Pontella meadi","Invertebrate",424.667067731039,424.667067731039,176.75141070126,66.8905052588845
"386","Pontella pennata","Invertebrate",424.667067731039,424.667067731039,176.75141070126,66.8905052588845
"387","Pontoporia blainvillei","Mammals",3633572.18667025,53333.5459444652,78880.4049669454,668736.857057799
"388","Primno macropa","Invertebrate",7710.2928416282,1637.73289129262,3286.7806549661,1447.82371278693
"389","Procladius sagittalis","Invertebrate",4383.42239767513,2541.94769324182,1887.06806040997,807.067530840059
"390","Prorocentrum donghaiense","Plankton",13.2,5.6,8.02750458904561,2.21134906844619
"391","Prorocentrum micans","Plankton",26.6,5.6,15.7629814509426,4.67631100526587
"392","Prorocentrum minimum","Plankton",12.1,5.6,7.3766906637613,2.0134461022212
"393","Prorocentrum triestinum","Plankton",12.6,5.6,7.67287306074109,2.1032801438457
"394","Protoperidinium bipes","Plankton",7.8,5.9,4.80246931634309,1.25130309352679
"395","Protoperidinium conicum","Plankton",45.7,35.2,26.3495520560472,8.27727448351942
"396","Protoperidinium crassipes","Plankton",73,36.6,40.8905238400257,13.4968907124432
"397","Protoperidinium depressum","Plankton",81,35.2,45.0518295182237,15.0347214622139
"398","Protoperidinium divergens","Plankton",61,38.2,34.5694334588748,11.1959660483917
"399","Protoperidinium excentricum","Plankton",35.8,35.2,20.9148583168494,6.4026524927986
"400","Protoperidinium hirobis","Plankton",8.7,19.7,5.34556328488172,1.40899971736822
"401","Protoperidinium huberi","Plankton",26.5,26.5,15.7063624090147,4.65765867363144
"402","Protoperidinium pallidum","Plankton",46.6,35.2,26.8387260680239,8.44833817503301
"403","Protoperidinium pellucidum","Plankton",36.1,26.5,21.0810952634043,6.4592386811288
"404","Protoperidinium spiniferum","Plankton",45,19.7,25.9685513936996,8.14429015284646
"405","Protoperidinium steinii","Plankton",25.8,15,15.3096222655693,4.5271727847937
"406","Protoperidinium vorax","Plankton",21,4,12.5688534994721,3.63666633949704
"407","Pseudocalanus minutus","Invertebrate",414,14.4,172.134570711994,65.0563530493348
"408","Pseudodiaptomus coronatus","Invertebrate",424.667067731039,424.667067731039,176.75141070126,66.8905052588845
"409","Pseudosagitta maxima","Invertebrate",8743.59045590235,2203.24673341026,3715.54816109704,1647.48680069869
"410","Psychroteuthis glacialis","Invertebrate",113718.38961718,21966.6983836133,42005.1207576173,21291.148813706
"411","Raja clavata","Fish",181234.725997958,34933.197700053,26533.0144477733,34177.0847209656
"412","Raja erinacea","Fish",98189.4145777848,8553.62955246065,19400.8622084273,18158.1029962905
"413","Raja montagui","Fish",174047.699421024,23227.8023723182,25996.8500476777,32787.8226648974
"414","Raja naevus","Fish",210704.29393013,19867.1156065942,28619.384034962,39875.1086180729
"415","Raja ocellata","Fish",201354.914069448,31541.3042039172,27975.6395942974,38067.2281220709
"416","Rhachotropis antarctica","Invertebrate",7005.26594964442,10802.2718965565,2992.71300618488,1311.69679469603
"417","Rhincalanus gigas","Invertebrate",3367.78060192126,2190.0533228654,1453.01487142813,612.920011398055
"418","Rhincalanus nasutus","Invertebrate",424.667067731039,424.667067731039,176.75141070126,66.8905052588845
"419","Rhizophysa eysenhardti","Jellyfish",2500,6708.20393249937,913.720587803234,403.550062299821
"420","Rhizoprionodon terraenovae","Fish",104039.572783347,29594.0504205146,8726.81935241079,19282.3446538935
"421","Rhodalia miranda","Jellyfish",6592.20765050887,1588.81582727107,1429.52121822357,1145.3668581118
"422","Rhopilema verrilli","Jellyfish",21897.2177014275,689.84497523783,2417.72174206391,4049.27534129269
"423","Robertsonia chesapeakensis","Invertebrate",424.667067731039,424.667067731039,176.75141070126,66.8905052588845
"424","Rosacea cymbiformis","Jellyfish",3200,741.619848709566,1026.01635542114,527.349995079234
"425","Sagitta elegans","Invertebrate",681.909084849293,173.205080756888,288.552468660999,111.948749380547
"426","Sagitta elegans","Invertebrate",2156.38586528478,474.341649025257,930.576683209295,383.487408808052
"427","Sagitta elegans","Invertebrate",4384.0620433566,547.722557505166,1887.34033931818,807.19014045156
"428","Sagitta elegans","Invertebrate",1788.85438199983,479.583152331272,771.041190369535,314.649188326926
"429","Sagitta elegans","Invertebrate",632.455532033676,433.012701892219,267.011231802063,103.183148022783
"430","Sagitta elegans","Invertebrate",236.220236220354,69.282032302755,95.6672934623215,35.1064761145554
"431","Sagitta elegans","Invertebrate",1385.6406460551,651.920240520265,595.523007588328,239.792991985842
"432","Sagitta elegans","Invertebrate",1788.85438199983,367.423461417477,771.041190369535,314.649188326926
"433","Sagitta elegans","Invertebrate",681.909084849293,141.42135623731,288.552468660999,111.948749380547
"434","Sagitta elegans","Invertebrate",4384.0620433566,264.575131106459,1887.34033931818,807.19014045156
"435","Sagitta elegans","Invertebrate",979.795897113271,447.213595499958,418.489332244463,165.475427129741
"436","Sagitta elegans","Invertebrate",236.220236220354,77.459666924148,95.6672934623215,35.1064761145554
"437","Sagitta elegans","Invertebrate",2156.38586528478,200,930.576683209295,383.487408808052
"438","Sagitta enflata","Invertebrate",551.361950083609,284.604989415154,231.726991792827,88.9056138637684
"439","Sagitta friederici","Invertebrate",1240.96736459909,264.575131106459,532.444036107914,213.158341183757
"440","Sagitta hispida","Invertebrate",558.569601750758,132.28756555323,234.860684932005,90.1693322417017
"441","Sagitta hispida","Invertebrate",1873.49939951952,236.643191323985,807.823780141177,330.458783061554
"442","Sagitta marri","Invertebrate",1354.09222154214,2203.24673341026,581.771445440297,233.97326069314
"443","Sagitta minima","Invertebrate",972.625313263026,158.113883008419,415.36004497306,164.174836973042
"444","Sagitta setosa","Invertebrate",600,178.885438199983,252.883038155148,97.4537691566159
"445","Sagitta setosa","Invertebrate",1897.36659610103,324.037034920393,818.191015824928,334.921713631937
"446","Salpa cylindrica","Jellyfish",4100,19.748417658132,24.9216652432305,688.925211670868
"447","Salpa thompsoni","Jellyfish",6442.33253015115,1927.57321040705,25.7291406453692,1117.64347749603
"448","Scomber scombrus","Fish",72933.7782125393,22361.2370887829,16617.4425620956,13320.4504931314
"449","Scophthalmus aquosus","Fish",81956.8407402613,13365.0461757198,17662.325984948,15045.3004634573
"450","Scorpaenodes sp.","Fish",2133.45363861707,161.369398188186,132.843615455724,289.403871670897
"451","Scottolana canadensis","Invertebrate",424.667067731039,424.667067731039,176.75141070126,66.8905052588845
"452","Scyliorhinus canicula ","Fish",91570.7730725618,42026.1897047911,18711.6434534573,16887.5949707115
"453","Sebastes sp.","Fish",3247.9999057188,2983.12917357501,173.756884917679,463.104616104031
"454","Six-species","Jellyfish",70710.6781186548,31.622776601684,28.265017238313,13476.439234402
"455","Solmundella bitentaculata","Invertebrate",18471.6251125732,2990.26587343699,7648.71575547794,3526.54293126232
"456","Sotalia fluviatilis","Mammals",392344.099769132,62182.3492826381,56232.4520500394,62359.9040815352
"457","Sotalia guianensis","Mammals",457439.636138768,84527.9738971949,57762.1599747093,73703.707043993
"458","Sperchon glandulosus","Invertebrate",655.146556497435,462.498553880529,276.893250005885,107.199978024038
"459","Sphaeronectes gracilis","Jellyfish",800,519.615242270663,525.906456646246,115.337675468296
"460","Squalus acanthias","Fish",167345.297628458,29937.5045476753,25485.9849865962,31492.4707568441
"461","Stenosemella ventricosa","Plankton",62,5.92452529743945,7.50737812530995,11.3873852771459
"462","Stoeckeria algicida","Plankton",13.9,11.5,8.44018623402387,2.33777683410704
"463","Strobilidium sp.","Plankton",40,6.10245852095694,5.11116692041119,7.19621463952345
"464","Strobilidium spiralis","Plankton",54.7722557505166,4.84974226119286,6.73676156257664,10.0054732436243
"465","Strombidium reticulatum","Plankton",42,7.9,5.33579487815408,7.57504399958507
"466","Strombidium sp.","Plankton",20,2.8,2.75864273586894,3.4522170935177
"467","Strombidium spp","Plankton",25,3.70405183549043,3.36834644120037,4.37822386135602
"468","Strombidium vestitum","Plankton",26,2.1,3.48827020933858,4.56443993776715
"469","Sulculeolaria chuni","Jellyfish",1200,282.842712474619,642.243654061199,180.697868281727
"470","Sulculeolaria quadrivalvis","Jellyfish",800,707.106781186548,525.906456646246,115.337675468296
"471","Sulculeolaria quadrivalvis","Jellyfish",800,346.410161513775,525.906456646246,115.337675468296
"472","Symbiodinium sp.","Plankton",11.1,11.5,6.78247366328152,1.83443571746297
"473","Takayama helix","Plankton",27.4,15,16.215418349973,4.82562996847489
"474","Takayama helix","Plankton",27.4,31.2,16.215418349973,4.82562996847489
"475","Takayama helix","Plankton",27.4,20.4,16.215418349973,4.82562996847489
"476","Takayama tasmanica","Plankton",24.3,21.9,14.4570144784252,4.24805604016285
"477","Temora longicornis","Invertebrate",563.92626615601,424.667067731039,237.189955815093,91.1092180038862
"478","Temora longicornis","Invertebrate",558,15,234.613018277717,90.0694243325734
"479","Temora stylifera","Invertebrate",563.92626615601,424.667067731039,237.189955815093,91.1092180038862
"480","Temora turbinata","Invertebrate",563.92626615601,424.667067731039,237.189955815093,91.1092180038862
"481","Thalia democratica","Jellyfish",7700,7.874007874012,26.0227469434082,1351.09571458735
"482","Themisto gaudichaudii","Invertebrate",6119.66348389174,1637.73289129262,2621.46761626925,1140.89223112095
"483","Theragra chalcogramma","Fish",3942.95608378977,161.332718321898,195.414598132989,574.510428129469
"484","Thunnus alalunga ","Fish",219794.883511675,9112.21588102452,29230.5957375248,41632.9628488322
"485","Thunnus albacares","Fish",376893.360999854,12809.0617646434,32427.1912306876,71966.3896246571
"486","Thunnus obesus","Fish",300239.129275776,16305.3323890842,34125.1009191074,57180.2909753826
"487","Thunnus thynnus","Fish",638163.39983239,28052.649174262,49179.6646678652,122056.613355352
"488","Thysanoessa macrura","Invertebrate",6592.20765050887,2763.46871226203,2819.82364873492,1232.00008861114
"489","Thysanoessa raschii","Invertebrate",4041.92677733456,1070.95054581372,1741.51149306747,741.662117439682
"490","Tintinnopsis beroidea","Plankton",54,3.42928563989645,6.6535473162384,9.85806181618739
"491","Tisbe furcata","Invertebrate",424.667067731039,424.667067731039,176.75141070126,66.8905052588845
"492","Tortanus discaudatus","Invertebrate",424.667067731039,424.667067731039,176.75141070126,66.8905052588845
"493","Trachurus trachurus","Fish",53129.8126482539,6907.25432641327,14059.6509885843,9554.88323024497
"494","Trisopterus luscus","Fish",100142.160275751,22119.9867986838,19599.5194700683,18533.2457462334
"495","Trisopterus minutus","Fish",38242.7283601194,8019.02770543186,11793.100307727,6752.45704689806
"496","Tropocyclops prasinus","Invertebrate",235.630036067747,143.585645620551,95.4155988762355,35.0095112725626
"497","Tryphosella murrayi","Invertebrate",13540.9222154214,11171.4122687261,5676.11444274106,2574.96930904184
"498","Tursiops truncatus","Mammals",533335.459444651,144655.114223718,59302.7300249736,87065.7323050791
"499","Unspecified","Plankton",10,2.41453929352993,2.97720195697818,1.63864455388298
"500","Upogebia macginitieorum","Invertebrate",25013.1870958318,410.80526490823,10213.3944671937,4784.10342180018
"501","Uristes gigas","Invertebrate",10406.0153720115,13540.9222154214,4400.24220744806,1968.90552523593
"502","Urophycis regia","Fish",62581.0997258114,10692.0369405758,15332.3118622136,11347.8749733578
"503","Urophycis tenuis","Fish",120629.829670278,40095.1385271593,21571.6101693303,22475.673069507
"504","Urophysis chuss","Fish",100509.951934385,10849.8809084657,19636.707353442,18603.9163987589
"505","Ursus maritimus","Mammals",1821099.99242226,57588.2382296972,230925.688144111,324022.975384066
"506","Vibilia antarctica","Invertebrate",594.471932086807,1637.73289129262,250.477437089892,96.4798550881221
"507","Vibilia stebbingi","Invertebrate",594.471932086807,1637.73289129262,250.477437089892,96.4798550881221
"508","Waldeckia obesa","Invertebrate",13540.9222154214,13184.4153010177,5676.11444274106,2574.96930904184
"509","Woloszynskia cincta","Plankton",13.4,11.5,8.14552813933713,2.24743414491822
"510","Xiphias gladius","Fish",549874.233492725,39207.1880625379,47335.5739002617,105186.355446463
"511","Yihiella yeosuensis","Plankton",7.8,5.6,4.80246931634309,1.25130309352679
"512","Zalophus californianus","Mammals",912712.06736076,621823.492826381,64760.6370630164,155353.304814884
"513","Zausodes arenicolus","Invertebrate",424.667067731039,424.667067731039,176.75141070126,66.8905052588845
"514","Zeus faber","Fish",24096.7278851744,11517.6476459394,9175.54031325444,4129.69477311302
"515","Ziphius cavirostris","Mammals",533335.459444651,91271.206736076,59302.7300249736,87065.7323050791
"516","Zygabikodinium lenticulatum","Plankton",50,35.2,28.6799668028671,9.09537782391545
