,"name","specie","esd","opt","type","group","kingdom","phylum","class","order","family","genus"
"244","Echiniphimedia hodgsoni","Echiniphimedia hodgsoni",15366.8549839116,22032.4673341026,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Iphimediidae","Echiniphimedia"
"245","Echinus esculentus","Echinus esculentus",10666.69470961,3211.62793870261,"walking predacious","Invertebrate","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinidae","Echinus"
"246","Ectinosoma compressum","Ectinosoma compressum",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Harpacticoida","Ectinosomatidae","Ectinosoma"
"247","Ectocyclops phaleratus","Ectocyclops phaleratus",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"248","Edwardsia elegans","Edwardsia elegans",7459.95710475882,424.667067731039,"sessile predacious","Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Edwardsiidae","Edwardsia"
"249","Edwardsia meridionalis","Edwardsia meridionalis",3251.55642083574,2491.69835524625,"sessile predacious","Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Edwardsiidae","Edwardsia"
"25","Acteon punctostriatus","Acteon punctostriatus",894.765437892449,424.667067731039,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda",,"Acteonidae","Acteon"
"250","Enallagma cyathigerum","Enallagma cyathigerum",5180.57046987499,7287.56870061421,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"251","Enhydra lutris","Enhydra lutris",533335.459444651,72499.2965278222,"Benthic Invertebrate","Mammals","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Enhydra"
"252","enoplochiton  niger","enoplochiton  niger",22545.0330357365,4570.78149734083,"walking predacious","Invertebrate","Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Enoplochiton"
"253","Epimeria georgiana","Epimeria georgiana",15366.8549839116,1637.73289129262,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Epimeriidae","Epimeria"
"254","Epimeria macrodonta","Epimeria macrodonta",13540.9222154214,12807.5095273809,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Epimeriidae","Epimeria"
"255","Epimeria robusta","Epimeria robusta",15366.8549839116,2990.26587343699,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Epimeriidae","Epimeria"
"256","Epimeria rubrieques","Epimeria rubrieques",26730.0923514395,3190.19159401085,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Epimeriidae","Epimeria"
"257","Epimeria similis","Epimeria similis",19189.678582679,16377.3289129262,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Epimeriidae","Epimeria"
"258","Epimeriella walkeri","Epimeriella walkeri",11171.4122687261,13184.4153010177,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Epimeriidae","Epimeriella"
"259","Epishura lacustris","Epishura lacustris",615.347446553276,112.524407558469,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Calanoida","Temoridae","Epischura"
"26","Actinia equina","Actinia equina",15339.8481532363,6592.20765050887,"sessile predacious","Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Actinia"
"260","Epitonium rupicola","Epitonium rupicola",2557.35370849556,424.667067731039,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","[unassigned] Caenogastropoda","Epitoniidae","Epitonium"
"261","Ergasilus versicolor","Ergasilus versicolor",689.84497523783,424.667067731039,"swimming predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"262","Erignathus barbatus","Erignathus barbatus",363357.218667025,7249.92965278222,"Benthic Invertebrate","Mammals","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Erignathus"
"263","Eriphia gonagra","Eriphia gonagra",14719.9369440086,9103.31332977338,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Eriphiidae","Eriphia"
"264","Eriphia verrucosa","Eriphia verrucosa",11171.4122687261,5758.82382296972,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Eriphiidae","Eriphia"
"265","Erpobdella octoculata","Erpobdella octoculata",5004.53966282204,903.068480977404,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"266","Eschrichtius robustus","Eschrichtius robustus",845279.738971949,1240.7009817988,"Benthic Invertebrate","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Eschrichtiidae","Eschrichtius"
"267","Eteone longa","Eteone longa",2742.4688984045,2107.32968984094,"walking predacious","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eteone"
"268","Eubalaena glacialis","Eubalaena glacialis",3116499.96174102,533.335459444652,"Zooplankton","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenidae","Eubalaena"
"269","Eucalanus pileatus","Eucalanus pileatus",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus"
"27","Actinia fragacea","Actinia fragacea",11222.1921132714,6735.56120384252,"sessile predacious","Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Actinia"
"270","Euchaetomera antarcticus","Euchaetomera antarcticus",5433.67369666554,1637.73289129262,"swimming predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"271","Eucopia australis","Eucopia australis",20782.5936032572,1637.73289129262,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Lophogastrida","Eucopiidae","Eucopia"
"272","Eucyclops agilis","Eucyclops agilis",267.300923514395,267.300923514395,"swimming predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"273","Eulagisca gigantea","Eulagisca gigantea",72556.6335719562,10963.5236086462,"walking predacious","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Eulagisca"
"274","Eumetopias jubatus","Eumetopias jubatus",4236434.14016534,72499.2965278222,"Fish","Mammals","Animalia","Chordata","Mammalia","Carnivora","Otariidae","Eumetopias"
"275","Eunoe hartmanae","Eunoe hartmanae",47748.3913202893,11565.4392624423,"walking predacious","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Eunoe"
"276","Eunoe spica","Eunoe spica",20017.8250518496,15366.8549839116,"walking predacious","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Eunoe"
"277","Eunoe spica spicoides","Eunoe spica spicoides",23846.2399019522,11565.4392624423,"walking predacious","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Eunoe"
"278","Euphausia frigida","Euphausia frigida",6873.0594379851,2203.24673341026,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia"
"279","Euphausia superba","Euphausia superba",21900.533228654,2203.24673341026,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia"
"28","Aegires albus","Aegires albus",3251.55642083574,22032.4673341026,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Aegiridae","Aegires"
"280","Eurypanopeus abreviatus","Eurypanopeus abreviatus",33817.5495536048,7815.92641796772,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Panopeidae","Eurypanopeus"
"281","Eurytemora affinis","Eurytemora affinis",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Calanoida","Temoridae","Eurytemora"
"282","Eurytemora americana","Eurytemora americana",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Calanoida","Temoridae","Eurytemora"
"283","Eurytemora herdmani","Eurytemora herdmani",381,16,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Calanoida","Temoridae","Eurytemora"
"284","Eurythenes gryllus","Eurythenes gryllus",45707.8149734083,13184.4153010177,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Eurytheneidae","Eurythenes"
"285","Eusirus perdentatus","Eusirus perdentatus",33106.8854540285,11171.4122687261,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus"
"286","Euterpina acutifrons","Euterpina acutifrons",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Harpacticoida","Tachidiidae","Euterpina"
"287","Evadne nordmanni","Evadne nordmanni",689.303271427026,14.4913767461894,"sessile herbivorous","Invertebrate","Animalia","Arthropoda","Branchiopoda","Onychopoda","Podonidae","Evadne"
"288","Evadne nordmanni","Evadne nordmanni",563.92626615601,616.480222073676,"swimming predacious","Invertebrate","Animalia","Arthropoda","Branchiopoda","Onychopoda","Podonidae","Evadne"
"289","Farranula gracilis","Farranula gracilis",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Cyclopoida","Corycaeidae","Farranula"
"29","Aeshna juncea","Aeshna juncea",17282.4415192576,7422.31442994031,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"290","Favella ehrenbergii","Favella ehrenbergii",130,16.062378404209,"Ciliates","Plankton","Chromista","Ciliophora","Oligotrichea","Choreotrichida","Ptychocylididae","Favella"
"291","Favella taraikansis","Favella taraikansis",79,14.6628782986152,"Ciliates","Plankton","Chromista","Ciliophora","Oligotrichea","Choreotrichida","Ptychocylididae","Favella"
"292","Feresa attenuata","Feresa attenuata",1686554.80877746,78282.939676974,"Squid","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Delphinidae","Feresa"
"293","fissurella  costata","fissurella  costata",45410.3054997445,4570.78149734083,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Lepetellida","Fissurellidae","Fissurella"
"294","fissurella  crassa","fissurella  crassa",30733.7099678232,4570.78149734083,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Lepetellida","Fissurellidae","Fissurella"
"295","fissurella  cummingii","fissurella  cummingii",32515.5642083573,4570.78149734083,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Lepetellida","Fissurellidae","Fissurella"
"296","fissurella  limbata","fissurella  limbata",31554.0972713122,4570.78149734083,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Lepetellida","Fissurellidae","Fissurella"
"297","fissurella  maxima","fissurella  maxima",27592.9428187033,4570.78149734083,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Lepetellida","Fissurellidae","Fissurella"
"298","fissurella  picta","fissurella  picta",30598.3174194587,4570.78149734083,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Lepetellida","Fissurellidae","Fissurella"
"299","fissurella  puhlcra","fissurella  puhlcra",30598.3174194587,4570.78149734083,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Lepetellida","Fissurellidae","Fissurella"
"3","Abyssorchomene nodimanus","Abyssorchomene nodimanus",7710.2928416282,37674.9891872554,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene"
"30","Agabus bipustulatus","Agabus bipustulatus",10533.780553459,7332.24593664384,"swimming predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"300","Forskalia spp","Forskalia spp",2500,748.331477354788,"Siphonophorae","Jellyfish","Animalia","Mollusca","Gastropoda","Trochida","Trochidae","Forskalia"
"301","Forskalia spp","Forskalia spp",2500,748.331477354788,"Siphonophorae","Jellyfish","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Forskaliidae","Forskalia"
"302","Fragilidium cf. mexicanum","Fragilidium cf. mexicanum",54.5,37.9,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Pyrophacaceae","Fragilidium"
"303","Fragilidium subglobosum","Fragilidium subglobosum",45,59.5,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Pyrophacaceae","Fragilidium"
"304","Frontoserolis bouvieri","Frontoserolis bouvieri",30598.3174194587,11565.4392624423,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Serolidae","Frontoserolis"
"305","Gadus morhua","Gadus morhua",152481.274781753,26730.0923514395,"predacious","Fish","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Gadus"
"306","Galathea strigosa","Galathea strigosa",12118.7240503253,8309.99632187707,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Galatheidae","Galathea"
"307","Gammarellus angulosus","Gammarellus angulosus",2826.77987998711,616.480222073676,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Gammarellidae","Gammarellus"
"308","Gammaropsis maculata","Gammaropsis maculata",2128.29408362841,616.480222073676,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Photidae","Gammaropsis"
"309","Gammarus pulex","Gammarus pulex",1915.8424598454,650.947424817851,"swimming predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"31","Agabus sturmii","Agabus sturmii",8138.03329549849,7332.24593664384,"swimming predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"310","Gasterosteus aculeatus","Gasterosteus aculeatus",17130.8503205194,646.083936803707,"predacious","Fish","Animalia","Chordata","Teleostei","Perciformes","Gasterosteidae","Gasterosteus"
"311","Gattyana cirrhosa","Gattyana cirrhosa",5616.58652356287,10592.3456919918,"walking predacious","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Gattyana"
"312","Gilbertidia sigalutes","Gilbertidia sigalutes",7773.70113007769,382.766511692596,"predacious","Fish","Animalia","Chordata","Teleostei","Perciformes","Psychrolutidae","Gilbertidia"
"313","Gitana sarsi","Gitana sarsi",937.527453840302,616.480222073676,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Amphilochidae","Gitana"
"314","Globicephala melas","Globicephala melas",671429.562905789,72499.2965278222,"Squid","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Delphinidae","Globicephala"
"315","Glossiphonia complanata","Glossiphonia complanata",4238.86838780671,765.000362800075,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"316","Glyptonotus antarcticus","Glyptonotus antarcticus",45707.8149734083,10346.8890085011,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Chaetiliidae","Glyptonotus"
"317","Gnathia calva","Gnathia calva",3126.37056718709,1637.73289129262,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Gnathiidae","Gnathia"
"318","Gnathiphimedia mandibularis","Gnathiphimedia mandibularis",19189.678582679,16377.3289129262,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Iphimediidae","Gnathiphimedia"
"319","Gonatus antarcticus","Gonatus antarcticus",117527.663190338,37221.029453964,"swimming predacious","Invertebrate","Animalia","Mollusca","Cephalopoda","Oegopsida","Gonatidae","Gonatus"
"32","Aglaophamus malmgreni","Aglaophamus malmgreni",2418.00575543522,3173.43276971377,"walking predacious","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Aglaophamus"
"320","Gonyaulax polygrama","Gonyaulax polygrama",32.5,5.6,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Gonyaulax"
"321","Gymnodinium catenatum","Gymnodinium catenatum",33.9,5.6,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium"
"322","Gymnodinium gracilentum","Gymnodinium gracilentum",9.1,8.5,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium"
"323","Gymnodinium smaydae","Gymnodinium smaydae",10.5,9.5,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium"
"324","Gymnodinium sp.","Gymnodinium sp.",6,8,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium"
"325","Gyrodinium auroleum","Gyrodinium auroleum",19.4,5.6,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium"
"327","Gyrodinium dominans","Gyrodinium dominans",20,12.1,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium"
"328","Gyrodinium dominans","Gyrodinium dominans",25,10.9,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium"
"329","Gyrodinium dominans","Gyrodinium dominans",20,5.4,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium"
"33","Akashiwo sanguinea","Akashiwo sanguinea",30.8,12.1,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Akashiwo"
"330","Gyrodinium fusiforme","Gyrodinium fusiforme",16.1,10.9,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium"
"331","Gyrodinium galatheanum","Gyrodinium galatheanum",11,5.6,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium"
"332","Gyrodinium moestrupii","Gyrodinium moestrupii",18.4,21.9,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium"
"333","Gyrodinium spirale","Gyrodinium spirale",28,32,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium"
"334","Gyrodinium spirale","Gyrodinium spirale",31.8,12.1,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium"
"335","Halesus digitatus","Halesus digitatus",3356.00884944435,807.921258182419,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"336","Halesus radiatus","Halesus radiatus",2565.24273325999,604.56940227289,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"337","Halichoerus grypus","Halichoerus grypus",1339678.10402195,267300.923514395,"Fish","Mammals","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Halichoerus"
"338","Halicyclops magniceps","Halicyclops magniceps",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Cyclopoida","Halicyclopidae","Halicyclops"
"339","Halteria cf. Grandinella","Halteria cf. Grandinella",19.3,1.4543039572249,"Ciliates","Plankton","Chromista","Ciliophora","Oligotrichea","Halteriida","Halteriidae","Halteria"
"34","Alexandrella mixta","Alexandrella mixta",13540.9222154214,14511.3267143912,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Stilipedidae","Alexandrella"
"340","Haminoea solitaria","Haminoea solitaria",2557.35370849556,424.667067731039,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Cephalaspidea","Haminoeidae","Haminoea"
"341","Harmothoe crosetensis","Harmothoe crosetensis",22291.6966138244,10692.0369405758,"walking predacious","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe"
"342","Harmothoe spinosa","Harmothoe spinosa",22669.593757102,9646.42544023908,"walking predacious","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe"
"343","Harmotoe hartmanae","Harmotoe hartmanae",22291.6966138244,10692.0369405758,"walking predacious","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe"
"345","Harpacticus chelifer","Harpacticus chelifer",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Harpacticoida","Harpacticidae","Harpacticus"
"346","Harpacticus gracilis","Harpacticus gracilis",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Harpacticoida","Harpacticidae","Harpacticus"
"347","Harpovoluta charcoti","Harpovoluta charcoti",8212.33124834642,8212.33124834642,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Neogastropoda","Volutidae","Harpovoluta"
"348","Hediste diversicolor","Hediste diversicolor",4975.69438490811,4975.69438490811,"walking predacious","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Hediste"
"349","heliaster helianthus","heliaster helianthus",69193.7561291869,16377.3289129262,"walking predacious","Invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Heliasteridae","Heliaster"
"35","Alexandrium andersonii","Alexandrium andersonii",14.9,5.6,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium"
"350","Helobdella stagnalis","Helobdella stagnalis",3752.1005994888,609.804941931185,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"351","Hemitripterus americanus","Hemitripterus americanus",98085.6355656716,32076.1108217274,"piscivorous","Fish","Animalia","Chordata","Teleostei","Perciformes","Hemitripteridae","Hemitripterus"
"352","Henricia oculata","Henricia oculata",11402.6219784348,14844.6288598806,"walking predacious","Invertebrate","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia"
"353","Hermaea cruciata","Hermaea cruciata",2128.2883212486,424.667067731039,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda",,"Hermaeidae","Hermaea"
"354","Heterocapsa steinii","Heterocapsa steinii",25,10.9,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa"
"355","Heterocapsa triquetra","Heterocapsa triquetra",15,5.6,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa"
"356","Heteromysis formosa","Heteromysis formosa",1820.51150767554,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Heteromysis"
"357","Heterophoxus videns","Heterophoxus videns",3897.51405962576,16377.3289129262,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Heterophoxus"
"358","Hexagrammos decagrammus","Hexagrammos decagrammus",12589.1862131223,417.985994028805,"predacious","Fish","Animalia","Chordata","Teleostei","Perciformes","Hexagrammidae","Hexagrammos"
"359","Hippopodius hippopus","Hippopodius hippopus",3300,1122.49721603218,"Siphonophorae","Jellyfish","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Hippopodiidae","Hippopodius"
"36","Alexandrium pohangense","Alexandrium pohangense",32,25.8,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium"
"360","Holocentropus picicornis","Holocentropus picicornis",5875.4612292916,6145.05656929766,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"361","Homarus gammarus","Homarus gammarus",32908.8038315077,7992.10834730989,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus"
"362","Hyas araneus","Hyas araneus",10666.7092572702,4698.77209881399,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Oregoniidae","Hyas"
"363","Hyas coarctatus","Hyas coarctatus",7546.75292333832,8154.15053467821,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Oregoniidae","Hyas"
"364","Hydrobiosis parumbripennis","Hydrobiosis parumbripennis",1217.35317534395,609.270336173148,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"365","Hydroporus erythrocephalus","Hydroporus erythrocephalus",4490.14025006013,4383.42239767513,"swimming predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"366","Hydropsyche pellucidula","Hydropsyche pellucidula",2627.81389568274,805.605584209108,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"367","Hydropsyche siltalai","Hydropsyche siltalai",2241.53611046297,775.17956459907,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"368","Hydrurga leptonyx","Hydrurga leptonyx",533335.459444651,457439.636138768,"Mammal","Mammals","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Hydrurga"
"369","Hygophum benoiti","Hygophum benoiti",1988.87856184938,118.511703180096,"planktivorous","Fish","Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Hygophum"
"37","Alexandrium pseudogonyaulax","Alexandrium pseudogonyaulax",35.4,9.5,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium"
"370","Hyperia galba","Hyperia galba",2418.00934861342,616.480222073676,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Hyperia"
"371","Hyperia macrocephala","Hyperia macrocephala",9291.45132338793,6442.33253015115,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Hyperia"
"372","Hyperiella dilatata","Hyperiella dilatata",2216.28399975228,2190.0533228654,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Hyperiella"
"373","Hyperoodon ampullatus","Hyperoodon ampullatus",845279.738971949,57588.2382296972,"Squid","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Hyperoodon"
"374","Illybius fuliginosus","Illybius fuliginosus",10747.4370846897,7332.24593664384,"swimming predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"375","Iphimedia minuta","Iphimedia minuta",1488.46772539981,15464.899488884,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Iphimediidae","Iphimedia"
"376","Iphimedia nexa","Iphimedia nexa",2557.35215102886,15464.899488884,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Iphimediidae","Iphimedia"
"377","Iphimedia perplexa","Iphimedia perplexa",1820.50901056818,15464.899488884,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Iphimediidae","Iphimedia"
"378","Iphimediella  cyclogena","Iphimediella  cyclogena",11565.4392624423,7710.2928416282,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Iphimediidae","Iphimediella"
"379","Isoperla grammatica","Isoperla grammatica",1222.0821016846,968.747359696577,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"38","Alitta virens","Alitta virens",8236.80086493497,5992.9653205995,"walking predacious","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta"
"380","Isosicyonis alba","Isosicyonis alba",3251.55642083574,2491.69835524625,"sessile predacious","Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Isosicyonis"
"381","Isotealia antarctica","Isotealia antarctica",4346.66941315382,2491.69835524625,"sessile predacious","Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Isotealia"
"382","Japonactaeon punctostriatus","Japonactaeon punctostriatus",1310.11510338598,8309.96286640391,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda",,"Acteonidae","Japonactaeon"
"383","Jehlius cirratus nuplii","Jehlius cirratus nuplii",460,21.9089023002066,"Meroplankton","Invertebrate","NA","NA","NA","NA","NA","NA"
